Customer ID,Product,Price,Date,Category,Payment Method
CUST6229,Headphones,1578.85,22/08/2022,Fashion,Credit Card
CUST2117,Mouse,284.59,11/02/2023,Home Appliances,Debit Card
CUST6015,Smartphone,570.1,04/02/2023,Home Appliances,Cash on Delivery
CUST6317,Smartphone,421.49,28/10/2023,Fashion,Cash on Delivery
CUST1015,Smartphone,1990.14,21/05/2022,Furniture,Cash on Delivery
CUST9631,Smartwatch,350.95,14/01/2022,Automotive,PayPal
CUST4468,Camera,1669.97,22/03/2022,Toys,PayPal
CUST8261,Camera,230.26,26/09/2023,Fashion,Credit Card
CUST5034,Gaming Console,1197.83,06/01/2023,Toys,Credit Card
CUST8188,Camera,676.26,12/11/2023,Home Appliances,Credit Card
CUST7641,Smartphone,148.87,27/08/2023,Books,PayPal
CUST1891,Laptop,224.86,11/12/2023,Books,Bank Transfer
CUST6618,Headphones,372.31,15/02/2022,Groceries,Cash on Delivery
CUST5579,Monitor,633.14,17/02/2023,Groceries,Bank Transfer
CUST2638,Headphones,477.5,11/02/2022,Fashion,Credit Card
CUST2397,Smartwatch,86.63,29/10/2023,Books,Bank Transfer
CUST7477,Monitor,152.67,20/07/2023,Fashion,Credit Card
CUST8649,Gaming Console,1093.45,12/07/2023,Automotive,Credit Card
CUST3643,Headphones,685,15/09/2023,Electronics,Debit Card
CUST3094,Smartwatch,176.41,18/02/2023,Furniture,Bank Transfer
CUST4118,Gaming Console,837.36,07/08/2023,Sports,Bank Transfer
CUST5135,Smartphone,469.49,01/02/2022,Groceries,Cash on Delivery
CUST3069,Laptop,1591.02,10/11/2022,Automotive,PayPal
CUST3714,Mouse,1575.94,10/10/2022,Groceries,Debit Card
CUST6730,Smartwatch,1407.12,14/12/2022,Automotive,Bank Transfer
CUST8221,Keyboard,925.47,22/07/2023,Home Appliances,PayPal
CUST8717,Laptop,1348.58,24/09/2023,Automotive,Bank Transfer
CUST8490,Tablet,1603.69,26/03/2023,Home Appliances,Credit Card
CUST2175,Laptop,994.25,24/07/2023,Fashion,PayPal
CUST2388,Gaming Console,83.29,23/04/2022,Electronics,PayPal
CUST4328,Keyboard,179.42,26/06/2022,Books,Bank Transfer
CUST5467,Keyboard,446.28,25/07/2022,Automotive,Bank Transfer
CUST3630,Monitor,813.36,29/09/2022,Electronics,Cash on Delivery
CUST7875,Camera,974.71,24/07/2023,Fashion,PayPal
CUST8199,Tablet,677.68,21/03/2022,Beauty,Debit Card
CUST5368,Headphones,542.72,23/06/2022,Fashion,Credit Card
CUST4374,Monitor,1153.26,31/03/2022,Home Appliances,Cash on Delivery
CUST4914,Smartwatch,851.63,28/03/2023,Furniture,Cash on Delivery
CUST7245,Smartphone,314.2,24/02/2022,Groceries,Cash on Delivery
CUST3299,Smartphone,1897.2,12/02/2023,Electronics,Debit Card
CUST4983,Gaming Console,1209.15,07/01/2022,Beauty,Bank Transfer
CUST1404,Headphones,1576.26,05/06/2022,Furniture,Bank Transfer
CUST2264,Monitor,269.03,01/11/2023,Furniture,PayPal
CUST1612,Monitor,1270.18,26/09/2023,Sports,Bank Transfer
CUST2171,Camera,1835.35,06/04/2023,Electronics,Debit Card
CUST8832,Monitor,770.15,15/05/2023,Sports,Bank Transfer
CUST3931,Keyboard,150.54,17/06/2022,Furniture,Bank Transfer
CUST2635,Camera,1639.53,24/08/2023,Books,PayPal
CUST3669,Smartwatch,1154.25,20/10/2023,Toys,Credit Card
CUST8073,Headphones,299.52,28/04/2022,Beauty,PayPal
CUST8209,Mouse,184.99,29/11/2022,Fashion,Bank Transfer
CUST9032,Keyboard,181.35,07/11/2022,Furniture,Credit Card
CUST1076,Keyboard,1990.54,15/09/2023,Fashion,Debit Card
CUST5776,Mouse,1212.08,18/03/2023,Sports,PayPal
CUST6046,Keyboard,751.26,27/01/2023,Furniture,PayPal
CUST7734,Camera,67.25,25/04/2022,Furniture,Debit Card
CUST7538,Mouse,601.09,03/10/2023,Toys,Credit Card
CUST3892,Smartwatch,804.52,06/08/2022,Books,PayPal
CUST9831,Smartwatch,1607.16,03/06/2023,Home Appliances,Debit Card
CUST2765,Camera,466.5,21/05/2022,Automotive,Credit Card
CUST5690,Gaming Console,953.73,26/12/2022,Fashion,Bank Transfer
CUST4332,Tablet,117.45,12/03/2023,Furniture,Bank Transfer
CUST1226,Camera,1864.21,17/03/2023,Furniture,Debit Card
CUST9197,Laptop,1365.08,25/01/2022,Electronics,Debit Card
CUST5564,Laptop,1851.41,25/05/2022,Fashion,Debit Card
CUST6837,Camera,352.21,18/06/2022,Fashion,PayPal
CUST8117,Headphones,631.71,02/05/2022,Furniture,Credit Card
CUST1273,Monitor,193.87,16/08/2023,Beauty,Cash on Delivery
CUST6851,Mouse,1805.83,18/06/2022,Furniture,Bank Transfer
CUST9942,Smartwatch,859.91,09/08/2022,Fashion,Debit Card
CUST5200,Headphones,137.17,25/04/2023,Books,Cash on Delivery
CUST8956,Mouse,936.51,26/10/2022,Groceries,Cash on Delivery
CUST4714,Camera,1071.16,14/05/2023,Automotive,Credit Card
CUST1555,Smartphone,1931.43,17/07/2023,Furniture,Credit Card
CUST1913,Monitor,488.14,17/03/2023,Automotive,PayPal
CUST4119,Smartwatch,1096.04,01/11/2023,Fashion,PayPal
CUST4039,Mouse,530.31,30/03/2022,Toys,Credit Card
CUST3804,Laptop,709.92,29/05/2022,Fashion,Debit Card
CUST9872,Smartphone,1519.39,21/11/2022,Books,Debit Card
CUST2363,Smartwatch,1157.35,16/02/2022,Automotive,Bank Transfer
CUST6455,Smartwatch,721.69,29/08/2022,Home Appliances,Bank Transfer
CUST3755,Smartwatch,932.35,19/08/2022,Sports,Debit Card
CUST1505,Mouse,601.16,08/03/2022,Automotive,Credit Card
CUST8935,Smartphone,972.89,09/03/2023,Books,Bank Transfer
CUST9578,Smartwatch,1402.68,03/11/2023,Groceries,Credit Card
CUST4899,Mouse,1326.33,06/01/2022,Books,Bank Transfer
CUST7768,Laptop,1122.09,05/06/2022,Electronics,Cash on Delivery
CUST2078,Camera,954.08,15/03/2023,Sports,PayPal
CUST8840,Laptop,1704.3,05/05/2022,Fashion,Debit Card
CUST4710,Tablet,1021.16,28/04/2022,Electronics,Cash on Delivery
CUST2295,Laptop,1600.71,09/11/2022,Toys,Debit Card
CUST2968,Smartwatch,889.97,24/09/2022,Toys,PayPal
CUST6956,Monitor,349.28,01/06/2023,Books,PayPal
CUST6232,Smartphone,1062.12,27/10/2023,Toys,Credit Card
CUST4023,Headphones,1279.19,03/06/2022,Sports,Bank Transfer
CUST8870,Laptop,639.12,06/04/2023,Sports,PayPal
CUST7299,Tablet,976.28,06/05/2022,Sports,Cash on Delivery
CUST3432,Smartwatch,500.33,30/12/2022,Sports,Credit Card
CUST9315,Mouse,1857.67,15/06/2022,Furniture,PayPal
CUST2685,Tablet,1341.67,12/08/2023,Electronics,Debit Card
CUST3712,Gaming Console,458.93,14/10/2022,Automotive,Bank Transfer
CUST6590,Smartphone,1278.31,10/05/2022,Fashion,Credit Card
CUST5119,Laptop,1661.52,13/03/2023,Furniture,Debit Card
CUST9022,Gaming Console,707.24,26/04/2022,Books,Debit Card
CUST3381,Camera,497.66,13/09/2023,Fashion,PayPal
CUST1422,Mouse,1760.76,16/10/2022,Automotive,PayPal
CUST3532,Headphones,1723.22,29/12/2022,Automotive,Credit Card
CUST8076,Mouse,335.08,07/08/2023,Furniture,Debit Card
CUST1620,Monitor,505.84,03/12/2022,Toys,Debit Card
CUST7757,Mouse,60.24,08/01/2023,Fashion,Debit Card
CUST3999,Keyboard,1980.49,03/12/2023,Home Appliances,PayPal
CUST6960,Headphones,843.96,20/09/2023,Books,Cash on Delivery
CUST2926,Tablet,461.94,30/12/2023,Home Appliances,Credit Card
CUST7613,Headphones,119.66,04/04/2022,Groceries,PayPal
CUST9796,Gaming Console,156.57,05/09/2023,Home Appliances,Credit Card
CUST8631,Smartphone,867.75,20/09/2023,Beauty,Credit Card
CUST6404,Tablet,414.35,22/04/2022,Home Appliances,Debit Card
CUST4077,Camera,1470.82,27/08/2022,Beauty,Cash on Delivery
CUST4237,Tablet,1304.61,14/11/2022,Groceries,Cash on Delivery
CUST8906,Gaming Console,968.26,14/01/2022,Electronics,Credit Card
CUST3471,Smartphone,619.88,28/06/2022,Sports,PayPal
CUST5668,Smartwatch,1580.73,08/04/2023,Beauty,PayPal
CUST9562,Keyboard,367.75,22/02/2022,Groceries,Bank Transfer
CUST2440,Headphones,1820.21,23/06/2022,Beauty,Bank Transfer
CUST4237,Monitor,821.37,08/09/2023,Home Appliances,Cash on Delivery
CUST6202,Smartphone,1080.49,10/07/2023,Automotive,Cash on Delivery
CUST5588,Gaming Console,463.17,28/02/2023,Sports,Cash on Delivery
CUST6846,Tablet,1473.18,01/02/2023,Toys,Credit Card
CUST7435,Mouse,953.11,17/11/2022,Home Appliances,Bank Transfer
CUST7691,Mouse,1458.23,11/06/2022,Beauty,Cash on Delivery
CUST9245,Smartwatch,792.23,15/02/2023,Books,Cash on Delivery
CUST9571,Smartphone,570.67,15/06/2023,Automotive,Cash on Delivery
CUST9651,Gaming Console,902.86,16/12/2022,Electronics,Credit Card
CUST8054,Smartphone,975.1,08/06/2022,Groceries,PayPal
CUST7219,Laptop,1437.14,04/06/2023,Beauty,PayPal
CUST9226,Tablet,1721.92,13/04/2022,Beauty,Debit Card
CUST5251,Monitor,1672.55,16/04/2022,Toys,Cash on Delivery
CUST8469,Tablet,1284.97,01/01/2022,Sports,PayPal
CUST8339,Gaming Console,1743.94,25/01/2022,Books,PayPal
CUST9446,Gaming Console,940.7,08/12/2023,Toys,PayPal
CUST8734,Tablet,517.1,18/04/2022,Toys,PayPal
CUST4285,Smartwatch,286.26,24/05/2023,Groceries,Bank Transfer
CUST6209,Gaming Console,1499.77,17/05/2022,Groceries,Bank Transfer
CUST2756,Headphones,921.05,15/07/2022,Fashion,Credit Card
CUST7503,Keyboard,644.49,16/08/2023,Home Appliances,Debit Card
CUST6668,Smartphone,274.66,03/12/2023,Books,Credit Card
CUST5270,Monitor,574.92,28/02/2023,Groceries,Debit Card
CUST5446,Smartwatch,1621.65,05/05/2023,Home Appliances,Debit Card
CUST9265,Monitor,211.13,04/08/2022,Groceries,PayPal
CUST8456,Keyboard,1636.18,03/09/2023,Home Appliances,Cash on Delivery
CUST2280,Gaming Console,1088.61,25/04/2023,Furniture,Debit Card
CUST5757,Keyboard,636.64,20/01/2022,Fashion,Debit Card
CUST3999,Tablet,1693.17,06/09/2022,Beauty,Bank Transfer
CUST9238,Mouse,532.03,31/07/2022,Books,Bank Transfer
CUST5592,Camera,816.95,18/03/2022,Automotive,Cash on Delivery
CUST1682,Mouse,1561.21,14/06/2023,Groceries,Cash on Delivery
CUST1445,Mouse,1288.43,25/03/2022,Sports,Bank Transfer
CUST5654,Mouse,1670.29,01/03/2023,Home Appliances,Credit Card
CUST5773,Keyboard,1569.37,28/02/2023,Groceries,Credit Card
CUST7276,Monitor,437.04,17/10/2023,Beauty,Credit Card
CUST2955,Tablet,618.75,09/04/2022,Toys,Credit Card
CUST4388,Gaming Console,1165.99,10/10/2022,Automotive,Debit Card
CUST9996,Smartwatch,1154.43,16/06/2023,Fashion,PayPal
CUST5888,Keyboard,346.43,17/02/2022,Fashion,Debit Card
CUST3243,Tablet,1485.18,21/10/2023,Sports,Credit Card
CUST5448,Mouse,1258.41,10/03/2023,Fashion,Bank Transfer
CUST3911,Tablet,1871.35,03/10/2023,Toys,Bank Transfer
CUST7136,Monitor,457.13,27/10/2023,Fashion,Debit Card
CUST2120,Keyboard,1448.26,18/03/2022,Automotive,Debit Card
CUST3783,Tablet,867.59,24/11/2023,Beauty,Cash on Delivery
CUST1446,Keyboard,738.16,13/02/2023,Automotive,Cash on Delivery
CUST2837,Tablet,162.86,27/04/2023,Beauty,Bank Transfer
CUST8978,Keyboard,575.93,28/12/2022,Electronics,PayPal
CUST7718,Tablet,1630.19,18/06/2022,Toys,Credit Card
CUST4844,Keyboard,1641.55,29/12/2023,Sports,Debit Card
CUST2539,Monitor,1386.85,23/03/2022,Groceries,Cash on Delivery
CUST3213,Smartphone,1584.44,15/09/2023,Groceries,Debit Card
CUST4752,Headphones,1143.73,13/03/2022,Furniture,PayPal
CUST9090,Tablet,1825.23,09/06/2022,Fashion,Debit Card
CUST3380,Smartwatch,1794.95,28/07/2023,Groceries,Cash on Delivery
CUST1299,Mouse,1508.22,01/09/2023,Books,Cash on Delivery
CUST2119,Smartwatch,470.87,30/10/2023,Electronics,Cash on Delivery
CUST3133,Mouse,938.21,16/06/2023,Fashion,Credit Card
CUST5603,Gaming Console,586.56,17/05/2023,Beauty,Cash on Delivery
CUST5251,Tablet,1526.81,30/05/2022,Home Appliances,Bank Transfer
CUST2023,Tablet,238.98,16/11/2023,Fashion,Debit Card
CUST8439,Mouse,330.97,11/03/2022,Fashion,PayPal
CUST7143,Smartphone,1690.66,20/05/2023,Sports,PayPal
CUST5568,Gaming Console,312.91,08/07/2022,Groceries,Credit Card
CUST6498,Headphones,176.22,16/07/2023,Automotive,Bank Transfer
CUST1316,Keyboard,1473.58,27/02/2022,Books,Bank Transfer
CUST1112,Mouse,1323.42,25/12/2022,Toys,Cash on Delivery
CUST5357,Monitor,745.55,08/10/2023,Automotive,Bank Transfer
CUST1225,Keyboard,265.49,29/04/2023,Electronics,PayPal
CUST4690,Laptop,372.61,28/12/2023,Beauty,Credit Card
CUST8123,Laptop,1204.66,29/11/2023,Sports,Debit Card
CUST2668,Headphones,922.87,09/12/2022,Home Appliances,PayPal
CUST7879,Tablet,994.53,30/07/2023,Groceries,Bank Transfer
CUST5267,Laptop,1762.81,16/05/2022,Books,Debit Card
CUST5138,Camera,293.11,08/11/2023,Beauty,Bank Transfer
CUST8433,Gaming Console,879.15,17/01/2022,Books,Credit Card
CUST6785,Laptop,1426.67,18/11/2022,Sports,Bank Transfer
CUST6473,Smartwatch,502.16,17/05/2023,Sports,Debit Card
CUST5569,Headphones,401.98,03/05/2022,Home Appliances,Bank Transfer
CUST9233,Smartphone,1015.4,13/04/2022,Groceries,Debit Card
CUST8001,Smartphone,947.96,11/04/2023,Groceries,PayPal
CUST5856,Camera,1999.49,18/04/2022,Books,Cash on Delivery
CUST6999,Laptop,1983.97,18/05/2022,Toys,Cash on Delivery
CUST6147,Monitor,969.9,05/09/2022,Fashion,Debit Card
CUST7445,Gaming Console,401.62,13/08/2022,Home Appliances,Debit Card
CUST9031,Monitor,1806.14,08/12/2023,Fashion,Cash on Delivery
CUST7260,Mouse,462.48,11/05/2022,Automotive,Debit Card
CUST9351,Headphones,1758.05,28/10/2022,Electronics,PayPal
CUST5136,Monitor,990.4,17/10/2022,Toys,Credit Card
CUST6652,Camera,817.79,28/03/2022,Automotive,Bank Transfer
CUST6723,Monitor,512.89,10/02/2023,Toys,Bank Transfer
CUST5289,Laptop,348.74,02/02/2022,Books,Cash on Delivery
CUST3782,Smartphone,313.95,24/09/2022,Beauty,Debit Card
CUST7300,Smartphone,1347.56,20/05/2022,Beauty,Debit Card
CUST4446,Camera,1395.3,01/10/2023,Toys,Debit Card
CUST4986,Laptop,606.22,10/12/2022,Furniture,Credit Card
CUST8023,Headphones,1611.33,13/04/2022,Automotive,Credit Card
CUST2878,Monitor,1854.7,15/02/2023,Groceries,PayPal
CUST2381,Monitor,1644.65,29/03/2022,Fashion,PayPal
CUST4407,Gaming Console,1314.88,16/07/2022,Home Appliances,Bank Transfer
CUST4480,Smartwatch,1511.79,19/05/2022,Electronics,Debit Card
CUST3806,Keyboard,528.63,21/02/2022,Furniture,Debit Card
CUST5366,Camera,1920.43,06/11/2023,Toys,Cash on Delivery
CUST1821,Smartwatch,260.05,13/04/2022,Sports,Cash on Delivery
CUST5350,Keyboard,591.6,09/10/2022,Electronics,Debit Card
CUST6113,Monitor,1472.23,11/09/2023,Sports,Debit Card
CUST3370,Gaming Console,40.26,02/05/2022,Fashion,Bank Transfer
CUST9959,Headphones,1765.99,19/07/2023,Electronics,Bank Transfer
CUST9023,Tablet,1264.18,18/02/2022,Sports,PayPal
CUST1372,Monitor,1680.18,01/04/2022,Fashion,Bank Transfer
CUST5135,Gaming Console,1738.1,18/08/2022,Electronics,Cash on Delivery
CUST3470,Smartphone,1149.89,31/01/2022,Sports,PayPal
CUST8936,Camera,1765.76,06/11/2023,Furniture,PayPal
CUST4046,Tablet,1729.3,17/04/2022,Furniture,Cash on Delivery
CUST5136,Smartwatch,844.59,20/11/2023,Electronics,Credit Card
CUST4524,Smartwatch,1363.61,23/04/2023,Electronics,Credit Card
CUST2146,Mouse,89.45,07/11/2023,Sports,Cash on Delivery
CUST5815,Gaming Console,1888.93,03/04/2023,Furniture,Cash on Delivery
CUST8178,Laptop,162.22,27/03/2022,Toys,Cash on Delivery
CUST3990,Laptop,851.12,22/08/2023,Home Appliances,Credit Card
CUST5634,Headphones,103.55,29/06/2023,Groceries,Credit Card
CUST4177,Smartwatch,502.25,26/06/2023,Furniture,Credit Card
CUST2012,Monitor,1120.06,25/02/2023,Furniture,PayPal
CUST7203,Gaming Console,1860.87,05/03/2022,Electronics,Debit Card
CUST2703,Headphones,453.69,30/08/2023,Home Appliances,Credit Card
CUST8972,Keyboard,856,31/07/2022,Books,Bank Transfer
CUST7072,Mouse,1991.53,01/09/2022,Furniture,Debit Card
CUST5382,Tablet,1859.03,01/05/2023,Beauty,PayPal
CUST5596,Camera,1285.11,03/01/2022,Automotive,Debit Card
CUST4757,Keyboard,420.1,27/06/2023,Electronics,Debit Card
CUST4726,Gaming Console,1457.61,29/01/2022,Home Appliances,PayPal
CUST5668,Smartphone,937.52,04/06/2023,Automotive,PayPal
CUST6050,Smartphone,997.68,16/04/2023,Books,PayPal
CUST6398,Camera,373.28,13/12/2022,Books,Cash on Delivery
CUST1493,Laptop,1126.71,25/02/2022,Home Appliances,Cash on Delivery
CUST1771,Gaming Console,368.5,21/02/2022,Toys,Debit Card
CUST8464,Monitor,614.86,14/08/2022,Books,Bank Transfer
CUST2237,Gaming Console,425.83,02/08/2023,Toys,Cash on Delivery
CUST4385,Keyboard,1080.4,29/07/2022,Sports,Bank Transfer
CUST7273,Monitor,1690.15,18/07/2022,Home Appliances,Cash on Delivery
CUST8145,Laptop,571.4,12/12/2023,Automotive,Cash on Delivery
CUST9696,Smartwatch,571.04,17/12/2023,Automotive,Credit Card
CUST8698,Smartwatch,74.81,16/02/2023,Automotive,Bank Transfer
CUST8750,Keyboard,1229.35,03/03/2023,Beauty,PayPal
CUST1269,Monitor,1999.75,04/02/2022,Furniture,Bank Transfer
CUST3783,Headphones,1981.84,23/03/2023,Beauty,PayPal
CUST2416,Keyboard,1989.95,11/11/2022,Beauty,Bank Transfer
CUST1427,Tablet,1588.05,20/11/2023,Beauty,Bank Transfer
CUST6997,Headphones,1557.14,15/09/2022,Home Appliances,Bank Transfer
CUST9435,Smartphone,1085.47,08/09/2022,Toys,Credit Card
CUST1154,Gaming Console,813.59,09/04/2023,Sports,Debit Card
CUST8259,Tablet,1081.75,10/08/2022,Sports,Cash on Delivery
CUST7139,Tablet,1878.22,12/06/2023,Groceries,Cash on Delivery
CUST9807,Smartwatch,1823.99,11/09/2023,Automotive,Debit Card
CUST5197,Laptop,1356.95,12/05/2022,Electronics,Credit Card
CUST8664,Keyboard,648.29,09/07/2022,Fashion,PayPal
CUST9763,Smartwatch,1063.05,04/08/2022,Fashion,PayPal
CUST8741,Smartphone,68.21,07/11/2023,Groceries,Credit Card
CUST7091,Tablet,339.29,13/10/2022,Beauty,Credit Card
CUST4455,Mouse,1284.84,16/11/2023,Electronics,Cash on Delivery
CUST8208,Camera,1677.76,12/01/2022,Groceries,PayPal
CUST6680,Tablet,1710.33,01/08/2023,Home Appliances,Bank Transfer
CUST3378,Camera,407.62,24/09/2022,Electronics,Credit Card
CUST8482,Monitor,432.83,02/05/2023,Furniture,Credit Card
CUST5551,Gaming Console,184.94,06/10/2022,Books,Cash on Delivery
CUST1388,Camera,1273.18,17/11/2022,Electronics,PayPal
CUST9285,Monitor,1702.19,08/06/2023,Automotive,Debit Card
CUST3714,Keyboard,431.92,26/11/2023,Electronics,Debit Card
CUST4957,Camera,517.55,23/02/2022,Home Appliances,Credit Card
CUST4932,Gaming Console,1575.92,30/05/2022,Furniture,Debit Card
CUST1821,Tablet,998.86,14/02/2023,Fashion,Bank Transfer
CUST4646,Mouse,1324.93,02/01/2022,Fashion,Debit Card
CUST1018,Tablet,928.2,19/03/2022,Books,Bank Transfer
CUST4691,Mouse,1013.17,29/01/2023,Electronics,PayPal
CUST7336,Headphones,1476.34,19/01/2023,Toys,Credit Card
CUST1531,Keyboard,891.26,01/05/2022,Books,Credit Card
CUST6885,Keyboard,1069.13,03/12/2023,Books,Debit Card
CUST4607,Smartwatch,751.95,28/12/2022,Electronics,Cash on Delivery
CUST4423,Smartphone,1226.2,24/04/2023,Home Appliances,Credit Card
CUST5234,Tablet,1143.76,13/02/2022,Books,Cash on Delivery
CUST3176,Gaming Console,1135.93,28/06/2022,Beauty,Debit Card
CUST7335,Laptop,963.91,28/05/2023,Automotive,Cash on Delivery
CUST6405,Keyboard,1725.92,11/06/2022,Books,Cash on Delivery
CUST1464,Mouse,578.12,06/02/2023,Books,Bank Transfer
CUST6864,Laptop,832.93,12/01/2022,Fashion,Bank Transfer
CUST6693,Headphones,1005,11/10/2022,Furniture,Cash on Delivery
CUST8770,Laptop,12.8,11/06/2022,Furniture,PayPal
CUST9641,Headphones,1271.5,19/03/2022,Fashion,Bank Transfer
CUST9496,Mouse,104.7,11/07/2022,Automotive,Bank Transfer
CUST9681,Tablet,635.45,04/04/2023,Home Appliances,Bank Transfer
CUST1200,Keyboard,1191.34,31/01/2022,Sports,PayPal
CUST5146,Mouse,1146.24,29/09/2023,Groceries,Debit Card
CUST7023,Smartwatch,895.45,14/02/2022,Groceries,Cash on Delivery
CUST7344,Monitor,144.36,09/10/2023,Sports,Bank Transfer
CUST8578,Laptop,1093.67,31/10/2023,Toys,Debit Card
CUST6699,Headphones,736.67,07/02/2023,Toys,Cash on Delivery
CUST9716,Mouse,193.48,20/02/2022,Beauty,Bank Transfer
CUST3621,Headphones,1725.21,13/11/2023,Home Appliances,Debit Card
CUST9661,Mouse,537.79,21/05/2023,Furniture,Bank Transfer
CUST3563,Tablet,64.8,18/02/2023,Fashion,PayPal
CUST9477,Gaming Console,819.01,31/12/2022,Automotive,Cash on Delivery
CUST7885,Camera,389.2,19/07/2023,Home Appliances,Cash on Delivery
CUST1576,Keyboard,965.11,25/09/2022,Automotive,Bank Transfer
CUST5970,Monitor,501.81,18/02/2022,Books,PayPal
CUST6589,Monitor,1781.76,03/06/2022,Groceries,Bank Transfer
CUST4057,Laptop,884.36,08/08/2022,Groceries,Debit Card
CUST6657,Mouse,269.01,29/05/2023,Beauty,Debit Card
CUST1261,Headphones,490.87,05/05/2022,Automotive,Debit Card
CUST6249,Laptop,1971.87,08/04/2022,Automotive,Credit Card
CUST8337,Smartphone,1574.2,03/02/2022,Sports,Debit Card
CUST4164,Camera,822.39,18/06/2022,Groceries,Credit Card
CUST6901,Headphones,1938.91,18/05/2022,Furniture,Debit Card
CUST1963,Mouse,936.41,30/07/2022,Fashion,Cash on Delivery
CUST1142,Smartphone,1155.4,21/03/2022,Sports,PayPal
CUST2184,Mouse,1621.6,10/06/2023,Home Appliances,Cash on Delivery
CUST1740,Mouse,265.66,11/09/2023,Groceries,Credit Card
CUST7998,Monitor,605.5,26/01/2022,Home Appliances,Bank Transfer
CUST9684,Laptop,983.93,21/10/2022,Furniture,Credit Card
CUST2827,Monitor,198.99,19/02/2022,Automotive,PayPal
CUST4672,Laptop,1757.07,12/04/2022,Groceries,Credit Card
CUST9514,Laptop,1909.45,09/09/2023,Toys,Debit Card
CUST1581,Camera,280.45,28/12/2022,Books,PayPal
CUST6318,Camera,1577.69,17/11/2022,Groceries,Debit Card
CUST7128,Camera,960.44,05/04/2023,Electronics,Cash on Delivery
CUST7478,Laptop,1014.8,05/01/2023,Fashion,Debit Card
CUST5531,Camera,1162.26,12/09/2022,Electronics,Cash on Delivery
CUST2418,Smartphone,1370.59,08/02/2023,Automotive,Debit Card
CUST7130,Laptop,371.01,13/06/2023,Beauty,Bank Transfer
CUST1693,Smartwatch,1705.67,23/04/2023,Furniture,Credit Card
CUST9202,Keyboard,1923.32,19/12/2023,Automotive,Credit Card
CUST7879,Mouse,1014.21,26/08/2022,Beauty,Bank Transfer
CUST5716,Keyboard,1759.31,11/07/2023,Beauty,PayPal
CUST5808,Keyboard,595.17,23/06/2022,Beauty,Credit Card
CUST7178,Tablet,1952.34,31/10/2022,Sports,Credit Card
CUST3563,Camera,1756.25,11/10/2022,Books,Credit Card
CUST9423,Gaming Console,486.75,25/05/2022,Beauty,Cash on Delivery
CUST9473,Smartwatch,1077.1,07/11/2022,Beauty,Cash on Delivery
CUST4124,Tablet,231.93,12/03/2023,Electronics,Credit Card
CUST2533,Monitor,961.05,10/07/2023,Automotive,Debit Card
CUST4019,Smartwatch,1262.67,06/05/2023,Toys,Cash on Delivery
CUST9385,Keyboard,1549.17,22/06/2023,Toys,Bank Transfer
CUST9369,Headphones,1619.94,11/04/2022,Furniture,Credit Card
CUST4283,Mouse,1803.52,24/04/2022,Toys,Cash on Delivery
CUST8421,Monitor,1982.58,22/04/2023,Groceries,Bank Transfer
CUST1958,Smartwatch,1718.99,15/09/2022,Automotive,PayPal
CUST2419,Smartwatch,1669.72,16/06/2022,Furniture,Debit Card
CUST3166,Laptop,315.75,03/02/2023,Beauty,PayPal
CUST8490,Keyboard,1959.86,06/10/2022,Furniture,PayPal
CUST7932,Laptop,1564.33,27/09/2023,Electronics,PayPal
CUST2460,Camera,961.22,20/12/2022,Sports,Cash on Delivery
CUST2498,Headphones,1279.63,23/05/2022,Automotive,PayPal
CUST1046,Mouse,1526.61,06/01/2023,Toys,Cash on Delivery
CUST4598,Tablet,1431.19,26/03/2022,Groceries,Debit Card
CUST2084,Monitor,328.51,20/05/2023,Fashion,PayPal
CUST7997,Tablet,816.87,28/03/2023,Fashion,Cash on Delivery
CUST1406,Monitor,1201.81,02/12/2023,Electronics,Debit Card
CUST3904,Smartphone,362.11,26/06/2023,Fashion,Credit Card
CUST8450,Smartphone,182.83,14/04/2023,Beauty,Credit Card
CUST6059,Mouse,1223.39,05/02/2022,Sports,Debit Card
CUST1500,Tablet,776.24,10/03/2023,Electronics,Bank Transfer
CUST8780,Keyboard,865.05,01/11/2022,Fashion,Credit Card
CUST3403,Tablet,1585.88,10/09/2022,Furniture,Cash on Delivery
CUST4293,Smartphone,546.09,10/02/2023,Furniture,Bank Transfer
CUST7393,Mouse,353.5,18/01/2023,Fashion,PayPal
CUST1970,Laptop,193.49,26/04/2023,Books,Debit Card
CUST1704,Smartphone,80.46,31/03/2022,Home Appliances,PayPal
CUST9973,Mouse,1802.43,31/01/2023,Toys,Cash on Delivery
CUST9103,Camera,960.21,30/01/2023,Sports,Credit Card
CUST6032,Headphones,104.46,24/06/2023,Books,Debit Card
CUST2564,Smartphone,1251.49,14/10/2023,Automotive,Debit Card
CUST7245,Monitor,1711.33,09/07/2023,Electronics,PayPal
CUST4162,Tablet,505.79,30/10/2023,Groceries,Debit Card
CUST3684,Camera,1046.05,17/10/2022,Toys,Credit Card
CUST4148,Smartwatch,1145.73,15/11/2023,Fashion,Credit Card
CUST1320,Headphones,439.24,01/03/2023,Automotive,Credit Card
CUST4911,Camera,1366.27,26/10/2022,Home Appliances,Bank Transfer
CUST2617,Camera,1881.79,31/05/2023,Sports,Debit Card
CUST9968,Tablet,1124.37,28/03/2022,Sports,Cash on Delivery
CUST7708,Smartwatch,328.94,31/08/2023,Home Appliances,Cash on Delivery
